"","date","calls"
"3303",2017-10-24,128
"3304",2017-10-23,155
"3305",2017-10-22,120
"3306",2017-10-21,122
"3307",2017-10-20,151
"3308",2017-10-19,180
"3309",2017-10-18,155
"3310",2017-10-17,172
"3311",2017-10-16,155
"3312",2017-10-15,102
"3313",2017-10-14,154
"3314",2017-10-13,153
"3315",2017-10-12,135
"3316",2017-10-11,144
"3317",2017-10-10,166
"3318",2017-10-09,138
"3319",2017-10-08,121
"3320",2017-10-07,223
"3321",2017-10-06,145
"3322",2017-10-05,157
"3323",2017-10-04,139
"3324",2017-10-03,162
"3325",2017-10-02,117
"3326",2017-10-01,157
"3327",2017-11-30,130
"3328",2017-11-29,166
"3329",2017-11-28,163
"3330",2017-11-27,134
"3331",2017-11-26,146
"3332",2017-11-25,196
"3333",2017-11-24,167
"3334",2017-11-23,143
"3335",2017-11-22,176
"3336",2017-11-21,167
"3337",2017-11-20,123
"3338",2017-11-19,123
"3339",2017-11-18,227
"3340",2017-11-17,179
"3341",2017-11-16,166
"3342",2017-11-15,142
"3343",2017-11-14,156
"3344",2017-11-13,144
"3345",2017-11-12,149
"3346",2017-11-11,141
"3347",2017-11-10,156
"3348",2017-11-09,174
"3349",2017-11-08,158
"3350",2017-11-07,145
"3351",2017-11-06,142
"3352",2017-11-05,126
"3353",2017-11-04,156
"3354",2017-11-03,169
"3355",2017-11-02,142
"3356",2017-11-01,153
"3357",2017-12-31,137
"3358",2017-12-30,150
"3359",2017-12-29,177
"3360",2017-12-28,152
"3361",2017-12-27,149
"3362",2017-12-26,117
"3363",2017-12-25,93
"3364",2017-12-24,102
"3365",2017-12-23,105
"3366",2017-12-22,158
"3367",2017-12-21,139
"3368",2017-12-20,155
"3369",2017-12-19,134
"3370",2017-12-18,117
"3371",2017-12-17,95
"3372",2017-12-16,151
"3373",2017-12-15,164
"3374",2017-12-14,162
"3375",2017-12-13,150
"3376",2017-12-12,135
"3377",2017-12-11,103
"3378",2017-12-10,112
"3379",2017-12-09,137
"3380",2017-12-08,162
"3381",2017-12-07,142
"3382",2017-12-06,156
"3383",2017-12-05,109
"3384",2017-12-04,107
"3385",2017-12-03,120
"3386",2017-12-02,134
"3387",2017-12-01,142
"3388",2018-01-31,166
"3389",2018-01-30,131
"3390",2018-01-29,131
"3391",2018-01-28,133
"3392",2018-01-27,161
"3393",2018-01-26,166
"3394",2018-01-25,160
"3395",2018-01-24,176
"3396",2018-01-23,142
"3397",2018-01-22,145
"3398",2018-01-21,111
"3399",2018-01-20,158
"3400",2018-01-19,185
"3401",2018-01-18,207
"3402",2018-01-17,181
"3403",2018-01-16,166
"3404",2018-01-15,128
"3405",2018-01-14,134
"3406",2018-01-13,162
"3407",2018-01-12,185
"3408",2018-01-11,166
"3409",2018-01-10,131
"3410",2018-01-09,161
"3411",2018-01-08,131
"3412",2018-01-07,115
"3413",2018-01-06,135
"3414",2018-01-05,193
"3415",2018-01-04,150
"3416",2018-01-03,149
"3417",2018-01-02,147
"3418",2018-01-01,171
"3419",2018-02-28,170
"3420",2018-02-27,140
"3421",2018-02-26,115
"3422",2018-02-25,85
"3423",2018-02-24,120
"3424",2018-02-23,146
"3425",2018-02-22,138
"3426",2018-02-21,120
"3427",2018-02-20,155
"3428",2018-02-19,125
"3429",2018-02-18,120
"3430",2018-02-17,151
"3431",2018-02-16,177
"3432",2018-02-15,160
"3433",2018-02-14,145
"3434",2018-02-13,142
"3435",2018-02-12,124
"3436",2018-02-11,111
"3437",2018-02-10,152
"3438",2018-02-09,137
"3439",2018-02-08,147
"3440",2018-02-07,149
"3441",2018-02-06,124
"3442",2018-02-05,134
"3443",2018-02-04,161
"3444",2018-02-03,137
"3445",2018-02-02,166
"3446",2018-02-01,152
"3447",2018-03-31,191
"3448",2018-03-30,183
"3449",2018-03-29,181
"3450",2018-03-28,158
"3451",2018-03-27,124
"3452",2018-03-26,114
"3453",2018-03-25,103
"3454",2018-03-24,134
"3455",2018-03-23,135
"3456",2018-03-22,169
"3457",2018-03-21,160
"3458",2018-03-20,163
"3459",2018-03-19,166
"3460",2018-03-18,142
"3461",2018-03-17,186
"3462",2018-03-16,174
"3463",2018-03-15,167
"3464",2018-03-14,190
"3465",2018-03-13,131
"3466",2018-03-12,152
"3467",2018-03-11,108
"3468",2018-03-10,172
"3469",2018-03-09,180
"3470",2018-03-08,159
"3471",2018-03-07,168
"3472",2018-03-06,126
"3473",2018-03-05,127
"3474",2018-03-04,125
"3475",2018-03-03,141
"3476",2018-03-02,165
"3477",2018-03-01,187
"3478",2018-04-30,129
"3479",2018-04-29,135
"3480",2018-04-28,155
"3481",2018-04-27,162
"3482",2018-04-26,186
"3483",2018-04-25,164
"3484",2018-04-24,141
"3485",2018-04-23,161
"3486",2018-04-22,126
"3487",2018-04-21,162
"3488",2018-04-20,239
"3489",2018-04-19,201
"3490",2018-04-18,156
"3491",2018-04-17,157
"3492",2018-04-16,151
"3493",2018-04-15,134
"3494",2018-04-14,183
"3495",2018-04-13,155
"3496",2018-04-12,163
"3497",2018-04-11,150
"3498",2018-04-10,143
"3499",2018-04-09,118
"3500",2018-04-08,129
"3501",2018-04-07,146
"3502",2018-04-06,183
"3503",2018-04-05,152
"3504",2018-04-04,154
"3505",2018-04-03,143
"3506",2018-04-02,146
"3507",2018-04-01,110
"3508",2018-05-31,197
"3509",2018-05-30,170
"3510",2018-05-29,171
"3511",2018-05-28,141
"3512",2018-05-27,133
"3513",2018-05-26,164
"3514",2018-05-25,176
"3515",2018-05-24,197
"3516",2018-05-23,178
"3517",2018-05-22,158
"3518",2018-05-21,151
"3519",2018-05-20,129
"3520",2018-05-19,169
"3521",2018-05-18,167
"3522",2018-05-17,159
"3523",2018-05-16,154
"3524",2018-05-15,156
"3525",2018-05-14,160
"3526",2018-05-13,130
"3527",2018-05-12,145
"3528",2018-05-11,183
"3529",2018-05-10,191
"3530",2018-05-09,154
"3531",2018-05-08,129
"3532",2018-05-07,164
"3533",2018-05-06,143
"3534",2018-05-05,180
"3535",2018-05-04,164
"3536",2018-05-03,157
"3537",2018-05-02,143
"3538",2018-05-01,138
"3539",2018-06-30,162
"3540",2018-06-29,178
"3541",2018-06-28,209
"3542",2018-06-27,171
"3543",2018-06-26,187
"3544",2018-06-25,149
"3545",2018-06-24,131
"3546",2018-06-23,184
"3547",2018-06-22,176
"3548",2018-06-21,193
"3549",2018-06-20,181
"3550",2018-06-19,175
"3551",2018-06-18,179
"3552",2018-06-17,142
"3553",2018-06-16,184
"3554",2018-06-15,181
"3555",2018-06-14,202
"3556",2018-06-13,179
"3557",2018-06-12,165
"3558",2018-06-11,161
"3559",2018-06-10,113
"3560",2018-06-09,162
"3561",2018-06-08,172
"3562",2018-06-07,197
"3563",2018-06-06,159
"3564",2018-06-05,158
"3565",2018-06-04,158
"3566",2018-06-03,136
"3567",2018-06-02,173
"3568",2018-06-01,167
"3569",2018-07-31,151
"3570",2018-07-30,162
"3571",2018-07-29,150
"3572",2018-07-28,156
"3573",2018-07-27,164
"3574",2018-07-26,146
"3575",2018-07-25,158
"3576",2018-07-24,158
"3577",2018-07-23,155
"3578",2018-07-22,128
"3579",2018-07-21,170
"3580",2018-07-20,174
"3581",2018-07-19,181
"3582",2018-07-18,171
"3583",2018-07-17,139
"3584",2018-07-16,156
"3585",2018-07-15,115
"3586",2018-07-14,159
"3587",2018-07-13,161
"3588",2018-07-12,168
"3589",2018-07-11,189
"3590",2018-07-10,144
"3591",2018-07-09,143
"3592",2018-07-08,116
"3593",2018-07-07,199
"3594",2018-07-06,184
"3595",2018-07-05,192
"3596",2018-07-04,247
"3597",2018-07-03,180
"3598",2018-07-02,110
"3599",2018-07-01,139
"3600",2018-08-31,152
"3601",2018-08-30,161
"3602",2018-08-29,166
"3603",2018-08-28,162
"3604",2018-08-27,129
"3605",2018-08-26,108
"3606",2018-08-25,152
"3607",2018-08-24,154
"3608",2018-08-23,157
"3609",2018-08-22,139
"3610",2018-08-21,117
"3611",2018-08-20,107
"3612",2018-08-19,98
"3613",2018-08-18,177
"3614",2018-08-17,161
"3615",2018-08-16,167
"3616",2018-08-15,187
"3617",2018-08-14,153
"3618",2018-08-13,154
"3619",2018-08-12,120
"3620",2018-08-11,166
"3621",2018-08-10,166
"3622",2018-08-09,145
"3623",2018-08-08,177
"3624",2018-08-07,140
"3625",2018-08-06,147
"3626",2018-08-05,103
"3627",2018-08-04,188
"3628",2018-08-03,191
"3629",2018-08-02,171
"3630",2018-08-01,211
"3631",2018-09-30,113
"3632",2018-09-29,128
"3633",2018-09-28,145
"3634",2018-09-27,176
"3635",2018-09-26,150
"3636",2018-09-25,111
"3637",2018-09-24,121
"3638",2018-09-23,120
"3639",2018-09-22,181
"3640",2018-09-21,181
"3641",2018-09-20,195
"3642",2018-09-19,140
"3643",2018-09-18,147
"3644",2018-09-17,148
"3645",2018-09-16,139
"3646",2018-09-15,162
"3647",2018-09-14,180
"3648",2018-09-13,140
"3649",2018-09-12,154
"3650",2018-09-11,141
"3651",2018-09-10,137
"3652",2018-09-09,129
"3653",2018-09-08,170
"3654",2018-09-07,158
"3655",2018-09-06,143
"3656",2018-09-05,162
"3657",2018-09-04,124
"3658",2018-09-03,122
"3659",2018-09-02,108
"3660",2018-09-01,163
"3661",2018-10-31,163
"3662",2018-10-30,128
"3663",2018-10-29,124
"3664",2018-10-28,127
"3665",2018-10-27,162
"3666",2018-10-26,167
"3667",2018-10-25,136
"3668",2018-10-24,174
"3669",2018-10-23,133
"3670",2018-10-22,113
"3671",2018-10-21,116
"3672",2018-10-20,145
"3673",2018-10-19,148
"3674",2018-10-18,161
"3675",2018-10-17,105
"3676",2018-10-16,138
"3677",2018-10-15,135
"3678",2018-10-14,110
"3679",2018-10-13,163
"3680",2018-10-12,162
"3681",2018-10-11,148
"3682",2018-10-10,103
"3683",2018-10-09,146
"3684",2018-10-08,132
"3685",2018-10-07,118
"3686",2018-10-06,111
"3687",2018-10-05,133
"3688",2018-10-04,151
"3689",2018-10-03,120
"3690",2018-10-02,125
"3691",2018-10-01,142
"3692",2018-11-30,134
"3693",2018-11-29,145
"3694",2018-11-28,141
"3695",2018-11-27,147
"3696",2018-11-26,130
"3697",2018-11-25,105
"3698",2018-11-24,127
"3699",2018-11-23,132
"3700",2018-11-22,104
"3701",2018-11-21,110
"3702",2018-11-20,124
"3703",2018-11-19,114
"3704",2018-11-18,110
"3705",2018-11-17,158
"3706",2018-11-16,148
"3707",2018-11-15,132
"3708",2018-11-14,122
"3709",2018-11-13,133
"3710",2018-11-12,129
"3711",2018-11-11,119
"3712",2018-11-10,137
"3713",2018-11-09,157
"3714",2018-11-08,149
"3715",2018-11-07,130
"3716",2018-11-06,148
"3717",2018-11-05,127
"3718",2018-11-04,121
"3719",2018-11-03,117
"3720",2018-11-02,156
"3721",2018-11-01,143
"3722",2018-12-19,41
"3723",2018-12-18,83
"3724",2018-12-17,126
"3725",2018-12-16,119
"3726",2018-12-15,98
"3727",2018-12-14,107
"3728",2018-12-13,158
"3729",2018-12-12,122
"3730",2018-12-11,97
"3731",2018-12-10,141
"3732",2018-12-09,96
"3733",2018-12-08,119
"3734",2018-12-07,145
"3735",2018-12-06,129
"3736",2018-12-05,133
"3737",2018-12-04,123
"3738",2018-12-03,114
"3739",2018-12-02,119
"3740",2018-12-01,155
